id,reference_id,specimen,reviewer,nistir_id,p58_db,p58_fragility,comp_type,sub_type,connection_detail,material_class,size_class,test_type,loading_protocol,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,ds_intensity,ds_intensity_unit,ds_intensity_alt,ds_intensity_unit_alt,ds_rank,ds_class,notes,requires_review
exp1072a,PAN-2016-FUL,Partition walls: Level 5,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,0.0,0.0054,Story Drift Ratio,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1073a,PAN-2016-FUL,Partition walls: Level 5,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,0.0,0.0066,Story Drift Ratio,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1074a,PAN-2016-FUL,Partition walls: Level 4,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,gypsum board crushing and damage to the screws around the bottom track,,0.0,0.00153,Story Drift Ratio,,,2,Inconsequential,,
exp1075a,PAN-2016-FUL,Partition walls: Level 4,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,,0.0,0.00411,Story Drift Ratio,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1076a,PAN-2016-FUL,Partition walls: Level 4,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,0.0,0.01087,Story Drift Ratio,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1077a,PAN-2016-FUL,Partition walls: Level 4,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,0.0,0.01281,Story Drift Ratio,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1078a,PAN-2016-FUL,Partition walls: Level 3,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,,0.0,0.00169,Story Drift Ratio,,,1,Inconsequential,,
exp1079a,PAN-2016-FUL,Partition walls: Level 3,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,,0.0,0.0066,Story Drift Ratio,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1080a,PAN-2016-FUL,Partition walls: Level 3,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,0.0,0.0207,Story Drift Ratio,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1081a,PAN-2016-FUL,Partition walls: Level 3,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Complete detachment of the gypsum boards from the CFS studs,,0.0,0.03544,Story Drift Ratio,,,3,Consequential,,
exp1082a,PAN-2016-FUL,Partition walls: Level 2,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,,0.0,0.00322,Story Drift Ratio,,,1,Inconsequential,,
exp1083a,PAN-2016-FUL,Partition walls: Level 2,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,,0.0,0.00942,Story Drift Ratio,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1084a,PAN-2016-FUL,Partition walls: Level 2,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,0.0,0.02738,Story Drift Ratio,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1085a,PAN-2016-FUL,Partition walls: Level 2,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Complete detachment of the gypsum boards from the CFS studs,,0.0,0.0599,Story Drift Ratio,,,3,Consequential,,
exp1086a,PAN-2016-FUL,Partition walls: Level 1,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,,0.0,0.00282,Story Drift Ratio,,,1,Inconsequential,,
exp1087a,PAN-2016-FUL,Partition walls: Level 1,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,,0.0,0.00733,Story Drift Ratio,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1088a,PAN-2016-FUL,Partition walls: Level 1,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,0.0,0.02634,Story Drift Ratio,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1089a,PAN-2016-FUL,Partition walls: Level 1,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,0.0,0.0546,Story Drift Ratio,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp1102a,PAN-2016-FUL,48,NIST,D4011,N,,Fire sprinkler ,Full system,Braced,Steel,Not applicable,"Dynamic, uniaxial",CNP100 : 1994 Northridge–Canoga Park–100%,100% scale,California,NFPA - 13 (2010)," Full-scale fire sprinkler piping system, Concrete floor, beams and columns,  steel pipes, pressurized, Riser and the main pipe: groove fit,
other joints: threaded, No ceiling interaction, Braced according to NFPA-13 (2010)",Rotation of the riser around grooved joints at floor junction,,0.0,0.0047,Story Drift Ratio,0.44,"Peak Floor Acceleration, Horizontal (g)",1,Consequential,,
exp1103a,PAN-2016-FUL,48,NIST,D4011,N,,Fire sprinkler ,Full system,Braced,Steel,Not applicable,"Dynamic, uniaxial",LAC1001994 Northridge–LA City Terrace–100%,100% scale,California,NFPA - 13 (2010)," Full-scale fire sprinkler piping system, Concrete floor, beams and columns,  steel pipes, pressurized, Riser and the main pipe: groove fit,
other joints: threaded, No ceiling interaction, Braced according to NFPA-13 (2010)",Displacement of the mineral wool at penetration locations,Rotation of the riser around grooved joints at floor junction,0.0,0.0056,Story Drift Ratio,0.38,"Peak Floor Acceleration, Horizontal (g)",1,Consequential,,
exp1104a,PAN-2016-FUL,48,NIST,,N,,Gas Piping,,,,,Dynamic,DEN100,100% scale,California,,Gas piping,Fracture at the connection between the T-joint and the rigid pipe at level one,,,0.055,Story Drift Ratio,,,3,,,
exp1105a,RAH-2014-SYS,P2-F,NIST,C1011,Y,,Internal partition walls,Full height,Fixed,CFS,,"Dynamic, uniaxial","1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Full connection: steel studs scred to runners, gypsum boards attached to runners and steel studs
6. Stud thickness 25 Ga.",Popping out or rocking of gypsum board screws,,0.0,0.0047,Story Drift Ratio,,,,Inconsequential,,
