id,reference_id,specimen,reviewer,nistir_id,p58_db,p58_fragility,comp_type,sub_type,connection_detail,material_class,size_class,test_type,loading_protocol,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,ds_intensity,ds_intensity_unit,ds_intensity_alt,ds_intensity_unit_alt,ds_rank,ds_class,notes
exp1055a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,ICA50,100% scale,California,,drywall ceilings - technical details in another paper,Small buckling of the tees at two locations near the perimeter,,,0.0024,drift,,,1,,
exp1056a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,ICA100,100% scale,California,,drywall ceilings - technical details in another paper,Buckling of supporting tees near the perimeter and the incipient falling of a corner tile,,,0.0028,drift,,,2,,
exp1057a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,DEN67,100% scale,California,,drywall ceilings - technical details in another paper,"Buckling of supporting tees near the perimeter, collapse of ceiling tiles",,,0.0068,drift,,,3,,
exp1058a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,DEN100,100% scale,California,,drywall ceilings - technical details in another paper,"Buckling of supporting tees near the perimeter, collapse of approximately 20% of the ceiling tiles",,,0.0057,drift,,,3,,
exp1059a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,LAC100,100% scale,California,,drywall ceilings - technical details in another paper,Slight buckling of tees in the lay-in ceilings,,,0.0031,drift,,,1,,
exp1060a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,ICA50,100% scale,California,,drywall ceilings - technical details in another paper,Slight buckling of tees in the lay-in ceilings,,,0.0035,drift,,,1,,
exp1061a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,ICA100,100% scale,California,,drywall ceilings - technical details in another paper,Slight buckling of tees in the lay-in ceilings,,,0.0037,drift,,,1,,
exp1062a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,DEN67,100% scale,California,,drywall ceilings - technical details in another paper,Slight buckling of tees in the lay-in ceilings,,,0.0071,drift,,,1,,
exp1063a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,DEN100,100% scale,California,,drywall ceilings - technical details in another paper,Slight buckling of tees in the lay-in ceilings,,,0.0074,drift,,,1,,
exp1064a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,CNP100,100% scale,California,,drywall ceilings - technical details in another paper,Cracking of tape in the drywall ceilings,,,0.0031,drift,,,1,,
exp1065a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,LAC100,100% scale,California,,drywall ceilings - technical details in another paper,"Cracking of tape in the drywall ceilings, horizontal gap initiated between the ceiling and the balloon framing",,,0.0032,drift,,,1,,
exp1066a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,ICA50,100% scale,California,,drywall ceilings - technical details in another paper,"Cracking of tape in the drywall ceilings, horizontal gap initiated between the ceiling and the balloon framing",,,0.0044,drift,,,1,,
exp1067a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,ICA100,100% scale,California,,drywall ceilings - technical details in another paper,"Cracking of tape in the drywall ceilings, horizontal gap initiated between the ceiling and the balloon framing",,,0.005,drift,,,1,,
exp1068a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,DEN67,100% scale,California,,drywall ceilings - technical details in another paper,"Cracking of tape in the drywall ceilings, horizontal gap initiated between the ceiling and the balloon framing",,,0.0066,drift,,,1,,
exp1069a,PAN-2016-FUL,48,NIST,,N,,Ceilings ,,,,,Dynamic,DEN100,100% scale,California,,drywall ceilings - technical details in another paper,"Cracking of tape in the drywall ceilings, two horizontal gaps initiated between the ceiling and the balloon framing (~50mm)",,,0.007,drift,,,2,,
exp1070a,PAN-2016-FUL,Partition walls: Level 5,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,,,0.00064,drift,,,1,Inconsequential,
exp1071a,PAN-2016-FUL,Partition walls: Level 5,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,,,0.00217,drift,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1072a,PAN-2016-FUL,Partition walls: Level 5,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,,0.0054,drift,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1073a,PAN-2016-FUL,Partition walls: Level 5,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,,0.0066,drift,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1074a,PAN-2016-FUL,Partition walls: Level 4,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,gypsum board crushing and damage to the screws around the bottom track,,,0.00153,drift,,,2,Inconsequential,
exp1075a,PAN-2016-FUL,Partition walls: Level 4,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,,,0.00411,drift,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1076a,PAN-2016-FUL,Partition walls: Level 4,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,,0.01087,drift,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1077a,PAN-2016-FUL,Partition walls: Level 4,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,,0.01281,drift,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1078a,PAN-2016-FUL,Partition walls: Level 3,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,,,0.00169,drift,,,1,Inconsequential,
exp1079a,PAN-2016-FUL,Partition walls: Level 3,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,,,0.0066,drift,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1080a,PAN-2016-FUL,Partition walls: Level 3,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,,0.0207,drift,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1081a,PAN-2016-FUL,Partition walls: Level 3,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Complete detachment of the gypsum boards from the CFS studs,,,0.03544,drift,,,3,Consequential,
exp1082a,PAN-2016-FUL,Partition walls: Level 2,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,,,0.00322,drift,,,1,Inconsequential,
exp1083a,PAN-2016-FUL,Partition walls: Level 2,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,,,0.00942,drift,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1084a,PAN-2016-FUL,Partition walls: Level 2,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,,,0.02738,drift,,,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1085a,PAN-2016-FUL,Partition walls: Level 2,NIST,C1011,Y,,Internal partition walls,Full height,,CFS,,Uni-direction Dynamic shake table test,DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Complete detachment of the gypsum boards from the CFS studs,,,0.0599,drift,,,3,Consequential,
